tier,o_zone_id,d_zone_id,volume,vehicle_fraction_assumption,persons_per_vehicle_assumption,status
smoke,1,80,0.04114512157356386,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,62,91,0.05331668400886588,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,62,57,0.049696908545575125,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,62,59,0.04906408272794036,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,63,80,0.1128435966824992,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,63,94,0.07312665849274318,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,63,91,0.0628589146887295,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,63,57,0.05660758776922679,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,63,59,0.05642990903346801,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,64,80,0.10473808541264185,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,64,94,0.06608950432627565,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,64,91,0.061107606436272256,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,64,57,0.051266385113289265,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,64,59,0.050665085378187626,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,65,80,0.08384015034791786,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,65,94,0.05218860506986206,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,65,91,0.05096861580209958,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,65,57,0.03981109877897885,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,65,59,0.03905819666780833,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,66,80,0.06930004781934482,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,66,91,0.04482299190053521,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,66,94,0.038088469583339536,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,66,86,0.03076257390467089,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,66,57,0.030092583458776235,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,67,80,0.04455888515897798,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,67,91,0.031857621566265815,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,67,94,0.02463428346237155,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,67,86,0.02179735199866857,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,67,17,0.0195518578137161,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,68,80,0.06831031905553657,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,68,91,0.051843022091294294,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,68,94,0.03776098385494264,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,68,86,0.035364327135511874,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,68,17,0.03205468119604795,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,69,80,0.03595554495470785,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,69,91,0.029519431096449347,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,69,94,0.02001039713825436,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,69,86,0.020006293361355076,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,69,17,0.01850833344923337,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,70,80,0.03388387470232831,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,70,91,0.02131648962692437,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,70,94,0.020908760141641527,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,70,57,0.015721212251790382,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,70,59,0.015369663277315426,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,71,80,0.039569154332557956,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,71,91,0.026102727223341043,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,71,94,0.02419324351325761,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,71,86,0.017867965739534714,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,71,57,0.017866909191308688,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,72,80,0.05095301809697062,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,72,91,0.03512865978782843,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,72,94,0.03108618825867898,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,72,86,0.023994100024495882,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,72,57,0.022571367165359426,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,73,80,0.043894915685128454,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,73,91,0.031694899760889024,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,73,94,0.026769360993389113,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,73,86,0.021583171446512325,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,73,17,0.020324318780747763,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,74,80,0.059388176366977054,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,74,91,0.045032474278665725,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,74,94,0.03613719320078227,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,74,86,0.030543411896994253,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,74,17,0.02916541092324738,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,75,80,0.061023720249212356,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,75,91,0.05076391690014342,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,75,94,0.03671783621522592,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,75,86,0.034096997346649574,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,75,17,0.03339752928876877,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,76,80,0.03531734833946594,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,76,94,0.024483191049277663,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,76,91,0.02278066216089974,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,76,57,0.016738357511697756,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,76,11,0.016680440938658902,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,77,80,0.08557309246709872,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,77,94,0.058660924090805734,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,77,91,0.05852705314298623,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,77,11,0.04193139680997888,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,77,86,0.03984086682246373,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,78,80,0.06873689807395926,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,78,91,0.051470298695444616,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,78,94,0.04619877843059201,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,78,11,0.03537759266384009,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,78,86,0.03474976546949738,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,79,80,0.05463610761332235,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,79,91,0.045887271380688904,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,79,94,0.03574658349445917,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,79,17,0.031609304923513,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,79,86,0.03052073258801659,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,80,91,0.3138379765371666,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,80,94,0.21066602295859302,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,80,86,0.20894885686296902,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,80,57,0.19537525464636477,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,80,59,0.18317188899490658,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,81,80,0.0834851813498645,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,81,91,0.04700493359459917,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,81,86,0.03113795063568894,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,81,94,0.0279671398689957,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,81,57,0.025604794550851684,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,82,80,0.03374366110418014,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,82,91,0.022249578407690426,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,82,86,0.014075578211242714,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,82,87,0.011543910575925692,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,82,94,0.011035075045318024,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,83,80,0.02312029797395294,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,83,91,0.02299617515403436,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,83,86,0.014164291220752056,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,83,87,0.011893248313192308,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,83,92,0.01064538783924597,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,84,91,0.012426108110168558,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,84,80,0.007657513914524916,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,84,87,0.00612606360888205,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,84,86,0.006032207209116728,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,84,92,0.005794712546701869,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,85,80,0.062387147721508385,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,85,91,0.05327920723524984,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,85,86,0.0361161833944806,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,85,87,0.029115776045564867,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,85,17,0.025501685603196322,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,86,91,0.18546285565564444,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,86,80,0.14202110119980274,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,86,87,0.10267440426204133,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,86,92,0.08411573508967113,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,86,17,0.08065923712617372,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,87,91,0.2661381399927733,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,87,92,0.12140871573127676,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,87,80,0.11328963634323079,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,87,86,0.10158036599092289,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,87,17,0.09011820605376418,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,88,80,0.07556858232433179,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,88,91,0.06910688799495204,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,88,86,0.046865307010295364,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,88,17,0.04070423132013249,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,88,87,0.04002165801695504,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,89,91,0.09865478129374693,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,89,80,0.09484215365021037,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,89,86,0.06435721258346361,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,89,17,0.06342981177271433,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,89,87,0.05871604069986482,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,90,91,0.07086603282126254,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,90,87,0.044634969856628876,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,90,80,0.03928598109419945,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,90,17,0.034850773981036,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,90,86,0.03436224224687314,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,91,92,0.32683432925183925,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,91,87,0.3217379071484035,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,91,80,0.2551297291540852,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,91,86,0.22181945772842493,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,91,17,0.17313605888514758,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,92,91,0.27025929024705153,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,92,87,0.12136625343915423,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,92,80,0.09702448107947498,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,92,86,0.08319034139623603,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,92,17,0.06465408719512693,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,93,91,0.008702271482890355,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,93,87,0.00436578468690923,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,93,92,0.004352571062149231,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,93,80,0.0030791699680742736,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,93,86,0.0027164421051614103,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,94,80,0.21175787423666426,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,94,11,0.15198125590500397,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,94,91,0.1336540618493841,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,94,57,0.10589592848032099,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,94,59,0.10556323585266915,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,95,80,0.09663355259630081,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,95,91,0.046947111338086246,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,95,94,0.04558142502529248,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,95,57,0.04023425291031429,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,95,59,0.03815806663491795,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,1,80,1.0286280393390965,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,1,94,0.798153301842759,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,1,91,0.7701562958241378,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,1,11,0.6212832010201487,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,1,17,0.5417791619738584,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,2,80,0.7238334345586251,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,2,91,0.5646074403470897,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,2,94,0.5483267444589618,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,2,11,0.4424749565084558,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,2,17,0.4007574241268676,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,3,80,1.605928067403651,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,3,91,1.3147587919024124,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,3,94,1.1873287952947074,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,3,11,0.9950241153451186,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,3,17,0.9436268967207785,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,4,80,1.2698089568873332,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,4,91,1.1191937196450468,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,4,94,0.8981551775312567,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,4,17,0.8132630843246368,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,4,11,0.7862457282783932,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,5,80,1.757962724092354,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,5,94,1.6965289208419911,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,5,11,1.3142583164482693,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,5,91,1.2776523772929498,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,5,17,0.9335976613244364,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,6,80,2.103445127852993,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,6,94,1.8746434853515292,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,6,91,1.5623307877801487,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,6,11,1.4790085874612793,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,6,17,1.1339053448873841,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,7,80,0.925787850850948,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,7,94,0.8154561208889466,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,7,91,0.7244643544692071,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,7,11,0.6909221383686841,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,7,17,0.5367028687555478,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,8,80,1.0378462601912655,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,8,94,0.8810499318931034,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,8,91,0.844046392889693,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,8,11,0.7735826726031384,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,8,17,0.6301414090894664,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,9,80,1.333266753355188,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,9,91,1.127752579571131,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,9,94,1.0940644135554822,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,9,11,0.9897183652287858,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,9,17,0.8485312216227469,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,10,80,1.114291411341259,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,10,91,1.0106340507639466,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,10,94,0.8695995583911876,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,10,11,0.8205398245701593,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,10,17,0.7716018216001147,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,11,94,3.8819454543758667,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,11,80,3.5456929326379876,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,11,91,3.0384243742263153,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,11,30,2.8414386398838185,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,11,34,2.565641378337756,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,12,11,1.457834006749099,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,12,94,1.064100937858653,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,12,34,1.0552385116319483,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,12,80,0.9433467708134917,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,12,30,0.8688426514932347,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,13,11,1.3634703785263402,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,13,34,1.0161326165056719,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,13,94,0.973705065878051,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,13,80,0.8909206030637552,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,13,30,0.8557713360261822,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,14,11,2.0346626122091926,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,14,34,1.896602476621646,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,14,94,1.4432329920238882,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,14,30,1.4297776869917422,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,14,91,1.3894749027614786,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,15,80,0.9815532505953039,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,15,94,0.8143385738740011,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,15,91,0.6600910841475668,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,15,11,0.5649579481978293,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,15,57,0.472392476518633,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,16,80,0.7028973486215917,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,16,91,0.6712377540463668,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,16,17,0.4990354635091439,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,16,94,0.48610626063707946,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,16,30,0.4540565065191517,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,17,91,4.081962021880535,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,17,80,2.9517404759442307,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,17,87,2.568556275780613,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,17,30,2.4699482294502846,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,17,86,2.274459663611006,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,18,91,1.963419715319451,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,18,80,1.8911015574034937,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,18,17,1.5552482556272926,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,18,30,1.526307175374843,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,18,11,1.4105899629415868,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,19,91,0.929254869182618,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,19,80,0.8906147649193693,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,19,30,0.7836560180148912,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,19,17,0.7479093156000468,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,19,11,0.7352316989497417,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,20,91,1.6004304990074012,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,20,30,1.3518429028622492,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,20,17,1.258638974693925,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,20,80,1.1478499368635975,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,20,87,1.021237686572828,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,21,91,1.1663771739216922,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,21,30,1.144253256042886,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,21,80,1.0552100737564665,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,21,11,1.0459588911011075,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,21,17,0.9548672718445141,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,22,91,0.7936495991358384,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,22,30,0.7294441163306945,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,22,17,0.6186509177399232,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,22,80,0.5707270679124801,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,22,87,0.5075282988810642,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,23,91,0.9135254942046614,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,23,30,0.884629702600097,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,23,17,0.7171686719037602,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,23,80,0.6743615385855555,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,23,11,0.6236479260392599,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,24,30,0.745120390023137,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,24,91,0.7219467919215656,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,24,11,0.6271590370960656,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,24,80,0.6004903993295004,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,24,17,0.5852833816297317,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,25,30,0.9308120608006419,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,25,91,0.9040098947407759,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,25,11,0.8765937103077373,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,25,80,0.7854760646557924,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,25,17,0.7364416028283861,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,26,11,1.0822085860866297,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,26,30,0.9221308064344172,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,26,91,0.897583723213646,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,26,34,0.8598222635040514,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,26,80,0.8315879540945895,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,27,30,1.5492865264527096,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,27,91,1.512861940382703,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,27,11,1.3698249424474804,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,27,80,1.228419727406939,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,27,17,1.2129401966435023,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,28,30,1.161897757966963,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,28,91,1.1387873993908226,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,28,11,1.0967731941032495,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,28,34,1.0208711702003188,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,28,80,0.9283371450053135,0.2,1.5,hypothetical vehicle scenario; not observed mode share
pilot,29,11,0.690097090827379,0.2,1.5,hypothetical vehicle scenario; not observed mode share
