path_id,o_zone_id,d_zone_id,volume,link_sequence
522,7,3,374.15242998673926,17;19;14;3;2
523,7,3,6.208950994475531e-08,18;55;47;19;15;11;8
524,7,4,1600.0,17;19;15;11
525,7,5,800.0,17;19;15
526,7,6,1600.0,17;19
527,7,8,4000.0,17
528,7,9,-7.573263776881433e-09,18;55;48;26
529,7,9,2400.0000000320597,17;21
530,7,9,-8.487392326659912e-09,17;19;15;13
531,7,9,-8.261653882158348e-09,17;22;48;26
532,7,9,-7.736841961231078e-09,18;55;49;51;26
533,7,10,7600.000000003872,18;55;48
534,7,10,-3.871923112426149e-09,17;22;48
535,7,11,-5.7195036921026386e-09,18;55;48;27
536,7,11,-7.479845700639474e-09,17;22;48;27
537,7,11,-6.68714234933911e-09,17;19;15;11;10
538,7,11,-6.2035231395132125e-09,18;55;49;51;27
539,7,11,2000.0000000339774,17;21;25;27
540,7,11,-7.887233292161047e-09,18;55;49;53;57;44;40
541,7,12,41.56333618358566,17;19;15;11;8;7
542,7,12,-5.766849857205293e-09,18;55;48;27;33
543,7,12,5.1970397237041145e-06,18;56;62;66;74;38
544,7,12,-7.496332308331212e-09,17;22;48;27;33
545,7,12,-6.715573256684624e-09,17;19;15;11;10;33
546,7,12,2.194092946928397e-08,18;56;63;69;66;74;38
547,7,12,2758.436658539623,17;19;14;3;2;7
548,7,12,2.1940929605719168e-08,18;56;63;70;73;74;38
549,7,12,-6.240813921074677e-09,18;55;49;51;27;33
550,7,12,6.208950689510763e-08,18;55;47;19;15;11;8;7
551,7,13,1599.9999997148716,18;56;62;66;74
552,7,13,2.214562313343212e-08,18;56;63;69;66;74
553,7,13,2.2145623195162295e-08,18;56;63;70;73;74
554,7,13,2.7487387399271297e-07,17;19;15;11;8;7;37
555,7,13,-5.828841868169845e-09,18;55;48;27;33;37
556,7,13,1.2176678306870786e-09,18;56;62;65;70;73;74
557,7,13,-7.91421936540245e-09,18;55;49;53;57;46;69;66;74
558,7,13,-6.07882901753022e-09,18;56;61;57;46;69;66;74
559,7,13,-7.914219365077183e-09,18;55;49;53;57;46;70;73;74
560,7,13,-7.518147931193782e-09,17;22;48;27;33;37
561,7,14,-5.543889331061525e-09,18;55;49;53;57;44
562,7,14,777.3106546656647,18;56;61;57;44
563,7,14,-8.04909142278129e-09,18;55;48;27;34
564,7,14,10.743494777048257,18;56;63;67;44
565,7,14,11.945850595917177,18;56;63;70;71
566,7,14,-7.419982530901309e-09,17;22;49;53;57;44
567,7,14,-8.049091423329803e-09,18;55;48;28;44
568,7,14,7.230497814989739e-09,18;56;62;66;76;71
569,7,14,-8.278290613381641e-09,17;19;15;11;10;34
570,7,14,-8.52019565906841e-09,17;22;48;27;34
571,7,15,-5.543889334830901e-09,18;55;49;53;57
572,7,15,1989.1674593435077,18;56;61;57
573,7,15,10.832540678794759,18;56;63;67
574,7,15,-7.419982532156758e-09,17;22;49;53;57
575,7,15,-8.04909142404413e-09,18;55;48;28
576,7,15,7.230498491245968e-09,18;56;62;65;67
577,7,15,-8.520195659794262e-09,17;22;48;28
578,7,16,5600.0,18;55
579,7,17,4000.000000003872,18;55;49
580,7,17,-3.871923111360595e-09,17;22;49
581,7,18,800.0,18
582,7,19,-5.543889334239063e-09,18;55;49;53
583,7,19,1600.000000012964,18;56;61
584,7,19,-7.4199825319596175e-09,17;22;49;53
585,7,20,2000.0,18;56
586,7,21,799.9999999918474,18;56;62
587,7,21,2.214562325950133e-08,18;56;63;69
588,7,21,-7.914219364743757e-09,18;55;49;53;57;46;69
589,7,21,-6.0788290152135185e-09,18;56;61;57;46;69
590,7,22,2000.0000000060732,18;56;63
591,7,22,7.230490611078549e-09,18;56;62;65
592,7,22,-7.769492023731017e-09,18;55;49;53;57;46
593,7,22,-5.534067944611163e-09,18;56;61;57;46
594,7,23,800.0000000304689,18;56;63;70
595,7,23,7.230490411055689e-09,18;56;62;66;76
596,7,23,1.2176677406498056e-09,18;56;63;69;66;76
597,7,23,7.230490671169025e-09,18;56;62;65;70
598,7,23,-7.769492022816493e-09,18;55;49;53;57;46;70
599,7,23,-5.534067940915174e-09,18;56;61;57;46;70
600,7,23,-7.769492022552669e-09,18;55;49;53;57;44;42
601,7,23,-8.364708309024055e-09,17;22;49;53;57;46;70
602,7,23,-8.642225100111219e-09,18;55;48;27;34;42
603,7,23,-8.067608425463654e-09,18;55;49;53;59;63;70
604,7,24,399.99999999054484,18;56;62;66
605,7,24,2.2145623509039988e-08,18;56;63;69;66
606,7,24,2.2145623570734798e-08,18;56;63;70;73
607,7,24,-7.914219363431862e-09,18;55;49;53;57;46;69;66
608,7,24,1.2176678880712314e-09,18;56;62;65;70;73
609,7,24,-6.07882901059924e-09,18;56;61;57;46;69;66
610,7,24,-7.914219363106594e-09,18;55;49;53;57;46;70;73
611,7,24,-8.067608424362419e-09,18;55;49;53;59;62;66
612,7,24,-6.078829009455283e-09,18;56;61;57;46;70;73
613,8,1,3199.99999965158,19;14;3
614,8,1,3.484199677500113e-07,19;15;11;8;5
615,8,2,1600.0,19;14
616,8,3,32.91109762284389,19;15;11;8
617,8,3,767.0889023771562,19;14;3;2
618,8,4,2800.0,19;15;11
619,8,5,2000.0,19;15
620,8,6,3200.0,19
621,8,7,4000.0,20
622,8,9,3200.0000000250106,21
623,8,9,-8.487392326715783e-09,19;15;13
624,8,9,-8.261653882234502e-09,22;48;26
625,8,9,-8.26165388125143e-09,20;18;55;48;26
626,8,10,-7.479845701168002e-09,22;48
627,8,10,-7.479845699100415e-09,20;18;55;48
628,8,10,6400.00000001496,21;25
629,8,11,-7.479845700927756e-09,22;48;27
630,8,11,-6.6871423498022315e-09,19;15;11;10
631,8,11,-7.479845698860149e-09,20;18;55;48;27
632,8,11,3200.0000000462187,21;25;27
633,8,11,-8.487392326715793e-09,19;15;13;25;27
634,8,11,-7.655803708331335e-09,22;49;51;27
635,8,11,-8.428899095276036e-09,22;49;53;57;44;40
636,8,12,43.799116735958016,19;15;11;8;7
637,8,12,-7.496332308227034e-09,22;48;27;33
638,8,12,-6.715573256513365e-09,19;15;11;10;33
639,8,12,2356.200882912961,19;14;3;2;7
640,8,12,-7.496332306055162e-09,20;18;55;48;27;33
641,8,12,3.7278923169605997e-07,21;25;27;33
642,8,13,35.862407801735785,19;15;11;8;7;37
643,8,13,-3.737178802812652e-09,20;18;56;62;66;74
644,8,13,-6.715573256512498e-09,19;15;11;10;33;37
645,8,13,-7.49633230822661e-09,22;48;27;33;37
646,8,13,-4.758384857741785e-09,20;18;56;63;69;66;74
647,8,13,2364.137592246716,19;14;3;2;7;37
648,8,13,-8.435322314593019e-09,22;49;53;57;46;69;66;74
649,8,13,-4.758384855438464e-09,20;18;56;63;70;73;74
650,8,13,-4.1153340242657615e-09,22;50;56;62;66;74
651,8,13,-8.43532231440156e-09,22;49;53;57;46;70;73;74
652,8,14,-5.543889340697001e-09,22;49;53;57;44
653,8,14,-7.605563427512343e-09,19;15;11;10;34
654,8,14,-8.049091424607181e-09,22;48;27;34
655,8,14,-5.543889334199742e-09,20;18;55;49;53;57;44
656,8,14,-8.049091425155642e-09,22;48;28;44
657,8,14,1577.0985941389051,20;18;56;61;57;44
658,8,14,-8.049091423376019e-09,20;18;55;48;27;34
659,8,14,-1.3629730968101402e-09,21;25;27;34
660,8,14,10.824660764149426,20;18;56;63;67;44
661,8,14,12.076745141148729,20;18;56;63;70;71
662,8,15,-5.54388934173586e-09,22;49;53;57
663,8,15,-5.5438893352371324e-09,20;18;55;49;53;57
664,8,15,-8.049091425352226e-09,22;48;28
665,8,15,2389.151312425054,20;18;56;61;57
666,8,15,10.848687602131436,20;18;56;63;67
667,8,15,-8.04909142412111e-09,20;18;55;48;28
668,8,16,8800.0,22
669,8,17,4951.421130424114,22;49
670,8,17,648.5788695758858,20;18;55;49
671,8,18,1200.0,20;18
672,8,19,-5.543889342034691e-09,22;49;53
673,8,19,-5.543889335533157e-09,20;18;55;49;53
674,8,19,2800.0000000110876,20;18;56;61
675,8,20,3599.999999920609,20;18;56
676,8,20,8.745895805510394e-08,22;50;56
677,8,20,-8.06760842751006e-09,22;49;53;59
678,8,21,1599.9999999230722,20;18;56;62
679,8,21,2.214562313430933e-08,20;18;56;63;69
680,8,21,-7.914219366817207e-09,22;49;53;57;46;69
681,8,21,8.74589588455248e-08,22;50;56;62
682,8,21,-8.067608427203691e-09,22;49;53;59;62
683,8,21,1.4172593924312696e-08,22;50;56;63;69
684,8,21,-7.914219365401769e-09,20;18;55;49;53;57;46;69
685,8,21,-8.69725094542998e-09,22;48;28;46;69
686,8,21,-8.177184565817344e-09,22;49;53;59;63;69
687,8,21,-6.078829017527904e-09,20;18;56;61;57;46;69
688,8,22,1999.999999947094,20;18;56;63
689,8,22,-7.769492025372137e-09,22;49;53;57;46
690,8,22,7.230490611061344e-09,20;18;56;62;65
691,8,22,8.745895856107822e-08,22;50;56;63
692,8,22,-7.769492023731295e-09,20;18;55;49;53;57;46
693,8,22,-8.067608427313918e-09,22;49;53;59;63
694,8,22,-8.642225101412503e-09,22;48;28;46
695,8,22,-5.5340679446122876e-09,20;18;56;61;57;46
696,8,22,4.641849573582579e-09,22;50;56;62;65
697,8,22,-8.642225100811126e-09,20;18;55;48;28;46
698,8,23,1199.9999999366796,20;18;56;63;70
699,8,23,-7.769492024966011e-09,22;49;53;57;46;70
700,8,23,7.230490377661256e-09,20;18;56;62;66;76
701,8,23,1.2176677278820545e-09,20;18;56;63;69;66;76
702,8,23,8.745895931986071e-08,22;50;56;63;70
703,8,23,-7.769492024702187e-09,22;49;53;57;44;42
704,8,23,7.230490637749234e-09,20;18;56;62;65;70
705,8,23,-7.769492023325143e-09,20;18;55;49;53;57;46;70
706,8,23,-8.441280404118561e-09,19;15;11;10;34;42
707,8,23,-8.067608427019898e-09,22;49;53;59;63;70
708,8,24,799.9999998846697,20;18;56;62;66
709,8,24,2.2145623258740482e-08,20;18;56;63;69;66
710,8,24,-7.914219366161359e-09,22;49;53;57;46;69;66
711,8,24,2.2145623320291296e-08,20;18;56;63;70;73
712,8,24,8.745896026663306e-08,22;50;56;62;66
713,8,24,-7.914219365836118e-09,22;49;53;57;46;70;73
714,8,24,-8.067608426653266e-09,22;49;53;59;62;66
715,8,24,1.4172593999097182e-08,22;50;56;63;69;66
716,8,24,-7.914219364745874e-09,20;18;55;49;53;57;46;69;66
717,8,24,1.2176678498044005e-09,20;18;56;62;65;70;73
718,9,1,2000.000000015375,23;11;8;5
719,9,1,-3.5941915049894662e-09,23;12;14;3
720,9,1,-4.3964506351295366e-09,25;27;31;8;5
721,9,1,-7.38432194061751e-09,25;27;33;35;5
722,9,2,-3.52682510868059e-09,23;12;14
723,9,2,-7.835781438760782e-09,24;19;14
724,9,2,-9.02540604590963e-09,25;29;47;19;14
725,9,2,800.000000020388,23;11;8;5;1
726,9,3,400.0,23;11;8
727,9,4,2800.0,23;11
728,9,5,3200.0,23
729,9,6,1600.000000006749,23;12
730,9,6,-6.748779934982359e-09,24;19
731,9,7,-7.505142315246445e-09,25;29;50;54
732,9,7,2400.0000000319324,24;20
733,9,7,-8.493713481906049e-09,23;12;16;20
734,9,7,-8.226974868734742e-09,25;29;47;20
735,9,7,-7.706777030292448e-09,25;30;52;50;54
736,9,8,3200.000000024948,24
737,9,8,-8.493713481963882e-09,23;12;16
738,9,8,-8.226974868811289e-09,25;29;47
739,9,8,-8.226974867804713e-09,25;29;50;54;17
740,9,10,11200.0,25
741,9,11,5600.0,25;27
742,9,12,-7.361657241226774e-09,25;27;33
743,9,12,2400.000000014077,23;11;8;7
744,9,12,-6.7155733278168035e-09,23;11;10;33
745,9,13,-7.361657241226794e-09,25;27;33;37
746,9,13,2400.0000000540635,23;11;8;7;37
747,9,13,-8.897332602623093e-09,25;28;46;69;66;74
748,9,13,-8.89733260229103e-09,25;27;34;42;73;74
749,9,13,-6.715573327816837e-09,23;11;10;33;37
750,9,13,-8.897332602531831e-09,25;28;46;70;73;74
751,9,13,-8.89733260246799e-09,25;28;44;42;73;74
752,9,13,-4.396450635764401e-09,25;27;31;8;7;37
753,9,14,3.412256767940776e-09,25;27;34
754,9,14,3.4122567416039805e-09,25;28;44
755,9,14,2399.9999999931756,23;11;10;34
756,9,15,3600.0,25;28
757,9,16,5600.0,25;29
758,9,17,-7.695497009757919e-09,25;29;49
759,9,17,3600.0000000076957,25;30
760,9,18,-7.48246248504743e-09,25;29;50
761,9,18,800.0000000074825,24;20;18
762,9,19,-8.028518387938017e-09,25;29;49;53
763,9,19,1600.000000004386,25;28;45
764,9,19,3.642623582769372e-09,25;30;53
765,9,20,-7.48246248626911e-09,25;29;50;56
766,9,20,-8.894351132283057e-09,25;29;49;53;59
767,9,20,-7.482462486530777e-09,25;28;45;59
768,9,20,-7.87466125005978e-09,25;30;53;59
769,9,20,-7.482457478707219e-09,25;28;46;68
770,9,20,2400.0000000714217,24;20;18;56
771,9,20,-7.687629100642972e-09,25;30;52;50;56
772,9,20,-7.796640488170192e-09,25;28;46;69;64
773,9,20,-8.493713481906052e-09,23;12;16;20;18;56
774,9,20,-8.226974868734755e-09,25;29;47;20;18;56
775,9,21,1200.0000000396676,25;28;46;69
776,9,21,-8.292482382554464e-09,25;29;49;53;57;46;69
777,9,21,-1.4140548739059668e-09,25;29;50;56;62
778,9,21,-7.465793933055707e-09,25;28;46;70;73;75
779,9,21,-7.465793931795262e-09,25;27;34;42;73;75
780,9,21,-8.396670586263954e-09,25;29;49;53;59;62
781,9,21,-3.223915259097994e-09,25;29;50;56;63;69
782,9,21,-3.4085831203179964e-09,25;30;53;57;46;69
783,9,22,2800.0000000082923,25;28;46
784,9,22,-8.292482382882613e-09,25;29;49;53;57;46
785,9,23,3.4122567716092226e-09,25;27;34;42
786,9,23,3.4122567357820054e-09,25;28;46;70
787,9,23,3.412256745282618e-09,25;28;44;42
788,9,23,-3.891404758832043e-09,25;28;46;69;66;76
789,9,23,2000.0000000290595,23;11;10;34;42
790,9,23,-8.485317034590987e-09,25;29;49;53;57;46;70
791,9,23,-7.355777555734057e-09,25;27;33;37;39;76
792,9,23,-5.5805230048532e-09,25;30;53;57;46;70
793,9,23,-5.498263844896441e-09,25;29;50;56;63;70
794,9,23,-8.485317034473389e-09,25;29;49;53;57;44;42
795,9,24,-3.922692738029636e-09,25;28;46;69;66
796,9,24,-3.922692728656158e-09,25;27;34;42;73
797,9,24,-3.922692735453346e-09,25;28;46;70;73
798,9,24,-3.922692733652607e-09,25;28;44;42;73
799,9,24,-7.36165723980585e-09,25;27;33;37;39
800,9,24,800.0000000457153,23;11;8;7;37;39
801,9,24,-8.667008007604162e-09,25;29;49;53;57;46;69;66
802,9,24,1.1126061679094768e-09,23;11;10;34;42;73
803,9,24,-6.4414834442012396e-09,25;29;50;56;62;66
804,9,24,-8.667008007475698e-09,25;29;49;53;57;46;70;73
805,10,1,5140.003470744872,26;23;11;8;5
806,10,1,59.99652929813181,27;31;8;5
807,10,1,-5.094473455476245e-09,27;33;35;5
808,10,1,-8.822469119229931e-09,29;47;19;14;3
809,10,1,-3.59419150799953e-09,26;23;12;14;3
810,10,1,-8.822469118791999e-09,29;50;54;17;19;14;3
811,10,1,-8.826325039934397e-09,29;47;19;15;11;8;5
812,10,1,-7.84336424503643e-09,26;24;19;14;3
813,10,2,-8.820212136577846e-09,29;47;19;14
814,10,2,-3.5268251170259425e-09,26;23;12;14
815,10,2,-8.820212136138259e-09,29;50;54;17;19;14
816,10,2,-7.83578143966182e-09,26;24;19;14
817,10,2,-8.867308651106168e-09,30;52;47;19;14
818,10,2,-4.2449909333964524e-09,27;31;9;12;14
819,10,2,2400.0000000421155,26;23;11;8;5;1
820,10,3,1178.1956255791301,26;23;11;8
821,10,3,21.804374434790287,27;31;8
822,10,3,-5.094473451569835e-09,27;33;35
823,10,3,-8.826325039726431e-09,29;47;19;15;11;8
824,10,4,4725.101984745219,26;23;11
825,10,4,74.89801525478099,27;31
826,10,5,4000.0,26;23
827,10,6,-8.557261514405077e-09,29;47;19
828,10,6,3200.000000023863,26;23;12
829,10,6,-8.557261513753023e-09,29;50;54;17;19
830,10,6,-6.748779935731467e-09,26;24;19
831,10,7,7600.000000003872,29;50;54
832,10,7,-3.871923112649276e-09,29;47;20
833,10,8,-7.406299092886519e-09,29;47
834,10,8,-7.406299090765476e-09,29;50;54;17
835,10,8,6400.000000014812,26;24
836,10,9,11200.0,26
837,10,11,16000.0,27
838,10,12,8000.0,27;33
839,10,13,-5.014146820303997e-09,27;33;37
840,10,13,-8.627190994808565e-09,28;46;69;66;74
841,10,13,-8.627190994293165e-09,27;34;42;73;74
842,10,13,-8.627190994666915e-09,28;46;70;73;74
843,10,13,7600.000000039524,26;23;11;8;7;37
844,10,13,-8.627190994567839e-09,28;44;42;73;74
845,10,14,1409.9206824580922,27;34
846,10,14,6990.079317541908,28;44
847,10,15,16000.0,28
848,10,16,17600.0,29
849,10,17,-7.695497010023715e-09,29;49
850,10,17,15600.000000007694,30
851,10,18,2800.0,29;50
852,10,19,-8.028518388384893e-09,29;49;53
853,10,19,7200.0000000043865,28;45
854,10,19,3.6426235600190464e-09,30;53
855,10,20,3219.4290201759077,29;50;56
856,10,20,-8.028518388379592e-09,29;49;53;59
857,10,20,6778.441003851113,28;45;59
858,10,20,3.642623560297085e-09,30;53;59
859,10,20,2.1299759773660587,28;46;68
860,10,21,4800.000000008293,28;46;69
861,10,21,-8.2924823829852e-09,29;49;53;57;46;69
862,10,22,10400.0,28;46
863,10,23,915.1008405056022,27;34;42
864,10,23,4043.201746972681,28;46;70
865,10,23,2241.697412528792,28;44;42
866,10,23,1.2176677098756428e-09,28;46;69;66;76
867,10,23,-8.292482382960017e-09,29;49;53;57;46;70
868,10,24,1177.3241611324443,28;46;69;66
869,10,24,488.9970482069167,27;34;42;73
870,10,24,831.5479774206416,28;46;70;73
871,10,24,702.1308132751392,28;44;42;73
872,10,24,-5.337544308989921e-09,27;33;37;39
873,10,24,-8.29248238252529e-09,29;49;53;57;46;69;66
874,10,24,-1.4140548732447517e-09,29;50;56;62;66
875,10,24,-8.292482382312398e-09,29;49;53;57;46;70;73
876,10,24,-3.4085831198690954e-09,30;53;57;46;69;66
877,10,24,-8.396670586238712e-09,29;49;53;59;62;66
878,11,1,2000.0000000050945,31;8;5
879,11,1,-5.0944737475575975e-09,33;35;5
880,11,2,-4.24499131821927e-09,31;9;12;14
881,11,2,-5.094473743097731e-09,33;35;5;1
882,11,2,800.0000000522027,31;8;5;1
883,11,2,-9.194983732445397e-09,32;29;47;19;14
884,11,2,-8.178787062278119e-09,32;26;23;12;14
885,11,2,-9.194983732237997e-09,32;29;50;54;17;19;14
886,11,2,-7.461728189937414e-09,33;35;6;9;12;14
887,11,2,-8.832677723922836e-09,32;26;24;19;14
888,11,3,1200.0000000050945,31;8
889,11,3,-5.094473745575024e-09,33;35
890,11,4,6000.0,31
891,11,5,2000.0,31;9
892,11,6,1600.0000000163996,31;9;12
893,11,6,-9.064064098867806e-09,32;29;47;19
894,11,6,-7.335627736210826e-09,32;26;23;12
895,11,7,-5.502912315351205e-09,32;29;50;54
896,11,7,-6.534532913371008e-09,31;9;12;16;20
897,11,7,-7.406299092354325e-09,32;29;47;20
898,11,7,-6.118150544000442e-09,32;30;52;50;54
899,11,7,-7.829218607608338e-09,34;41;45;58;52;50;54
900,11,7,2000.0000000333912,32;26;24;20
901,11,8,-7.4062990926446054e-09,32;29;47
902,11,8,-6.534532913935112e-09,31;9;12;16
903,11,8,-7.406299090523549e-09,32;29;50;54;17
904,11,8,3200.0000000458617,32;26;24
905,11,8,-8.493713481963882e-09,32;26;23;12;16
906,11,8,-7.623531771170349e-09,32;30;52;47
907,11,8,-8.39704272220944e-09,34;41;45;58;52;47
908,11,9,5600.0,32;26
909,11,10,15600.0,32
910,11,12,5600.0,33
911,11,13,4000.0,33;37
912,11,14,6400.0,34
913,11,15,199.6607054558492,34;41
914,11,15,5400.339294544151,32;28
915,11,16,5600.0,32;29
916,11,17,-7.695497009792409e-09,32;29;49
917,11,17,4000.000000017846,32;30
918,11,17,-5.075212521587562e-09,34;41;45;58
919,11,17,-5.075212567177072e-09,32;28;45;58
920,11,18,399.9999999816256,32;29;50
921,11,18,1.8374426176985033e-08,32;30;52;50
922,11,19,100.99038026873598,34;41;45
923,11,19,-8.028518387893362e-09,32;29;49;53
924,11,19,1499.009619741184,32;28;45
925,11,19,3.6426235850292294e-09,32;30;53
926,11,19,-5.534067449151284e-09,34;42;72;67;45
927,11,20,872.9221175667182,32;29;50;56
928,11,20,86.94858716115853,34;41;45;59
929,11,20,-8.028518387794861e-09,32;29;49;53;59
930,11,20,2.1924072471110154,34;42;72;68
931,11,20,2.1821031544148988,34;41;46;68
932,11,20,1433.5416698878337,32;28;45;59
933,11,20,7.655731235115517e-09,34;42;73;75;64
934,11,20,3.6426235898186184e-09,32;30;53;59
935,11,20,2.2131149718382503,32;28;46;68
936,11,20,7.655731549421333e-09,34;42;72;69;64
937,11,21,841.6619593853438,34;42;73;75
938,11,21,78.74101761180965,34;41;46;69
939,11,21,222.32813962672313,34;42;72;69
940,11,21,457.2688833814608,32;28;46;69
941,11,21,-5.337544313686203e-09,33;37;39;75
942,11,22,130.39579966037502,34;41;46
943,11,22,462.09022971293274,34;42;72
944,11,22,3807.5139706321816,32;28;46
945,11,22,1.217667774506983e-09,34;42;73;75;65
946,11,22,-6.706456407820404e-09,33;37;39;75;65
947,11,23,5200.0,34;42
948,11,24,2400.000000005338,34;42;73
949,11,24,-5.337544317938427e-09,33;37;39
950,12,1,800.0,35;5
951,12,2,400.00000000474006,35;5;1
952,12,2,-4.740084204913934e-09,35;6;9;12;14
953,12,3,800.0,35
954,12,4,2400.000000006699,35;6
955,12,4,-6.699253908258412e-09,36;31
956,12,5,800.0000000066992,35;6;9
957,12,5,-6.699253906230085e-09,36;31;9
958,12,6,27.074094943967427,35;6;9;12
959,12,6,-6.699253824793446e-09,36;31;9;12
960,12,6,772.9259050627319,35;5;1;4
961,12,7,41.39869188578915,35;6;9;12;16;20
962,12,7,-5.776429856921123e-09,36;32;29;50;54
963,12,7,99.98929335287686,37;39;75;64;60;54
964,12,7,-6.6992538270367995e-09,36;31;9;12;16;20
965,12,7,-7.499686599765587e-09,36;32;29;47;20
966,12,7,2.0764101728823235e-08,37;39;75;65;68;60;54
967,12,7,2658.6120146840153,35;5;1;4;16;20
968,12,7,2.076410184136501e-08,37;39;76;72;68;60;54
969,12,7,6.208951536287779e-08,35;6;9;12;16;22;50;54
970,12,7,-6.323658718333783e-09,36;32;30;52;50;54
971,12,8,42.48021060170614,35;6;9;12;16
972,12,8,-7.49968659970693e-09,36;32;29;47
973,12,8,-6.6992538269276844e-09,36;31;9;12;16
974,12,8,2357.519789360549,35;5;1;4;16
975,12,8,-7.499686597901327e-09,36;32;29;50;54;17
976,12,8,5.944352248715239e-08,36;32;26;24
977,12,9,-7.459269841079011e-09,36;32;26
978,12,9,2400.000000014158,35;6;9;13
979,12,9,-6.699253908258445e-09,36;31;9;13
980,12,10,8000.0,36;32
981,12,11,5600.0,36
982,12,13,5200.0,37
983,12,14,2799.9999997812533,36;34
984,12,14,2.1874657491078815e-07,37;39;76;71
985,12,15,103.38710706039703,36;34;41
986,12,15,2.187475529673936e-07,37;39;75;65;67
987,12,15,2.187475984794327e-07,37;39;76;72;67
988,12,15,2696.612892297187,36;32;28
989,12,15,2.1874763711895903e-07,37;39;76;71;41
990,12,15,-5.534067450645635e-09,36;34;42;72;67
991,12,15,-8.29248238287215e-09,36;32;29;49;53;57
992,12,16,-5.513580056353344e-09,36;32;29
993,12,16,2799.9999999085467,35;6;9;12;16;22
994,12,16,-6.126101926152873e-09,36;32;30;52
995,12,16,-7.831707425934577e-09,36;34;41;45;58;52
996,12,16,-7.85207294491401e-09,37;39;75;65;67;45;58;52
997,12,16,1.1877710001139955e-07,35;6;9;13;25;29
998,12,17,-7.69549700958531e-09,36;32;29;49
999,12,17,2400.000000050932,36;32;30
1000,12,17,-5.179031562675056e-09,37;39;75;65;67;45;58
1001,12,17,-5.07521252063637e-09,36;34;41;45;58
1002,12,17,-5.179031560468363e-09,37;39;76;72;67;45;58
1003,12,17,-5.0752125662265555e-09,36;32;28;45;58
1004,12,17,-5.903084812274391e-09,37;39;75;64;61;58
1005,12,17,-5.261519549726818e-09,35;6;9;12;16;22;49
1006,12,17,-6.384560188627917e-09,37;39;75;65;68;61;58
1007,12,17,-5.179031558556663e-09,37;39;76;71;41;45;58
1008,12,18,-5.776429879305239e-09,36;32;29;50
1009,12,18,799.9999996195875,37;39;75;64;60
1010,12,18,2.6693814468421143e-07,35;6;9;12;16;20;18
1011,12,18,2.0764099230195578e-08,37;39;75;65;68;60
1012,12,18,2.0764099342445125e-08,37;39;76;72;68;60
1013,12,18,-6.323658737524353e-09,36;32;30;52;50
1014,12,18,6.208950629204029e-08,35;6;9;12;16;22;50
1015,12,18,-6.738131195037796e-09,36;31;9;12;16;20;18
1016,12,18,-7.52205854402682e-09,36;32;29;47;20;18
1017,12,18,3.6216794332605704e-08,35;6;9;13;25;29;50
1018,12,19,80.41364920523561,36;34;41;45
1019,12,19,2.1874762246155193e-07,37;39;75;65;67;45
1020,12,19,-8.028518387672121e-09,36;32;29;49;53
1021,12,19,2.1874766798232648e-07,37;39;76;72;67;45
1022,12,19,1.437148746313854e-08,37;39;75;64;61
1023,12,19,1119.5863501213385,36;32;28;45
1024,12,19,3.598600013423523e-09,37;39;75;65;68;61
1025,12,19,2.187477066289289e-07,37;39;76;71;41;45
1026,12,19,3.6426235962480484e-09,36;32;30;53
1027,12,19,3.5986000393254993e-09,37;39;76;72;68;61
1028,12,20,1599.9999999935844,37;39;75;64
1029,12,20,2.0764099067790775e-08,37;39;75;65;68
1030,12,20,2.076409916584151e-08,37;39;76;72;68
1031,12,20,1.217667831438688e-09,37;39;76;72;69;64
1032,12,20,-6.032546342069934e-09,36;34;41;45;59
1033,12,20,-6.100203510089174e-09,37;39;75;65;67;45;59
1034,12,20,-6.0325463658885666e-09,36;32;29;50;56
1035,12,20,-6.100203508908304e-09,37;39;76;72;67;45;59
1036,12,20,-6.032534368590121e-09,36;34;42;72;68
1037,12,20,-6.032534348016459e-09,36;34;41;46;68
1038,12,21,1199.9999999987824,37;39;75
1039,12,21,1.2176678378320927e-09,37;39;76;72;69
1040,12,22,1729.4715503420682,37;39;75;65
1041,12,22,1070.5284496688218,37;39;76;72
1042,12,22,-5.4451170978389834e-09,36;34;41;46
1043,12,22,-5.445117122624438e-09,36;34;42;72
1044,12,23,2800.0,37;39;76
1045,12,24,2000.0,37;39
1046,13,1,2000.0,38;35;5
1047,13,2,1200.00000000474,38;35;5;1
1048,13,2,-4.740084215948696e-09,38;35;6;9;12;14
1049,13,3,400.0,38;35
1050,13,4,2400.000000006699,38;35;6
1051,13,4,-6.699253908258425e-09,38;36;31
1052,13,5,800.0000000066992,38;35;6;9
1053,13,5,-6.699253906230085e-09,38;36;31;9
1054,13,6,22.999066212507962,38;35;6;9;12
1055,13,6,-6.6992538247928305e-09,38;36;31;9;12
1056,13,6,777.0009338217183,38;35;5;1;4
1057,13,6,-9.11577527277918e-09,39;75;64;60;54;17;19
1058,13,6,-9.270824010987563e-09,38;36;32;29;47;19
1059,13,6,-9.140479708738239e-09,39;75;65;68;60;54;17;19
1060,13,7,1599.9999997335644,39;75;64;60;54
1061,13,7,2.0764099032205756e-08,39;75;65;68;60;54
1062,13,7,2.076409914705654e-08,39;76;72;68;60;54
1063,13,7,2.595222740161291e-07,38;35;6;9;12;16;20
1064,13,7,-5.8415946243760996e-09,38;36;32;29;50;54
1065,13,7,-7.914219365136098e-09,39;75;65;67;45;58;52;50;54
